City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Brenham,US,30.1669,-96.3977,76.64,62,1,5.75,clear sky
699,Palotina,BR,-24.2839,-53.84,83.71,40,0,2.71,clear sky
700,Halifax,CA,44.6453,-63.5724,30.99,79,90,4.0,overcast clouds
701,Ojinaga,MX,29.5667,-104.4167,75.42,30,1,3.44,clear sky
702,Talas,TR,38.6908,35.5538,39.87,93,75,6.91,broken clouds
703,Sainte-Adele,CA,45.9501,-74.1325,15.42,86,100,7.45,overcast clouds
704,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.15,78,6,7.81,clear sky
705,Dongsheng,CN,39.8161,109.9776,26.22,52,1,16.11,clear sky
706,Jyvaskyla,FI,62.2415,25.7209,-2.87,84,90,1.14,light snow
707,Uyuni,BO,-20.4597,-66.825,63.99,35,99,5.32,overcast clouds
708,La Asuncion,VE,11.0333,-63.8628,85.73,70,41,16.11,scattered clouds
709,Tamworth,GB,52.634,-1.6959,42.82,87,100,8.01,overcast clouds
710,Rio Do Sul,BR,-27.2142,-49.6431,69.91,58,2,7.52,clear sky
711,Kilindoni,TZ,-7.9139,39.6668,80.87,78,100,12.64,overcast clouds
712,Tilichiki,RU,60.4667,166.1,-10.53,99,87,6.98,overcast clouds
713,Vaja,HU,48.0057,22.1676,36.68,77,5,4.25,clear sky
714,Juegang,CN,32.3174,121.1855,50.92,77,86,5.37,overcast clouds
715,Hofn,IS,64.2539,-15.2082,34.65,60,100,9.86,light rain
716,Maraba,BR,-5.3686,-49.1178,82.58,78,40,0.0,scattered clouds
717,Jand,PK,33.4299,72.0193,56.23,36,0,2.62,clear sky
718,Baile Herculane,RO,44.8797,22.4125,29.03,92,39,3.94,scattered clouds
719,Kinshasa,CD,-4.3246,15.3215,77.38,83,41,4.61,scattered clouds
720,Naliya,IN,23.2667,68.8333,68.4,36,0,8.23,clear sky
